make,model,price,year,kilometer,fuel_type,transmission,location,color,owner,seller_type,engine,max_power,max_torque,drivetrain,length,width,height,seating_capacity,fuel_tank_capacity,power_bhp,torque_nm
toyota,innova zx 2.4 at 7 str,3000000,2021,38000,diesel,automatic,mumbai,purple,first,individual,2393 cc,148 bhp @ 3400 rpm,360 nm @ 1400 rpm,rwd,4735.0,1830.0,1795.0,7.0,55.0,148.0,360.0
mercedes-benz,glc 200 progressive,6600000,2021,16785,petrol,automatic,bangalore,white,first,individual,1991 cc,194 bhp @ 5500 rpm,320 nm @ 1650 rpm,rwd,4658.0,1890.0,1644.0,5.0,66.0,194.0,320.0
maruti suzuki,vitara brezza zdi+ dual tone [2017-2018],640000,2016,52000,diesel,manual,delhi,blue,second,individual,1248 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,3995.0,1790.0,1640.0,5.0,48.0,89.0,200.0
hyundai,santro gl (cng),275000,2013,76000,cng,manual,delhi,white,first,individual,1086 cc,62 bhp @ 5500 rpm,96 nm @ 3000 rpm,fwd,3565.0,1525.0,1590.0,5.0,35.0,62.0,96.0
hyundai,elite i20 sportz 1.2 [2016-2017],695000,2019,42678,petrol,manual,mumbai,blue,first,individual,1197 cc,82 bhp @ 6000 rpm,115 nm @ 4000 rpm,fwd,3985.0,1734.0,1505.0,5.0,45.0,82.0,115.0
honda,city 1.5 v at,245000,2010,95000,petrol,automatic,gurgaon,grey,second,individual,1497 cc,118@6600,146@4600,fwd,4420.0,1695.0,1480.0,5.0,42.0,118.0,146.0
renault,duster 110 ps rxl,690000,2016,65000,diesel,manual,delhi,grey,second,individual,1461 cc,108 bhp @ 3900 rpm,248 nm @ 2250 rpm,fwd,4315.0,1822.0,1695.0,5.0,50.0,108.0,248.0
volkswagen,taigun highline 1.0 tsi at,1500000,2021,31000,petrol,automatic,hyderabad,silver,first,individual,999 cc,114 bhp @ 5000 rpm,178 nm @ 1750 rpm,fwd,4221.0,1760.0,1612.0,5.0,50.0,114.0,178.0
maruti suzuki,alto vxi,270000,2014,82682,petrol,manual,pune,white,first,individual,998 cc,67 bhp @ 6200 rpm,90 nm @ 3500 rpm,fwd,3620.0,1475.0,1460.0,5.0,35.0,67.0,90.0
hyundai,i20 active 1.4 s,545000,2016,70500,diesel,manual,jamshedpur,white,first,individual,1396 cc,89 bhp @ 4000 rpm,220 nm @ 1500 rpm,fwd,3995.0,1760.0,1555.0,5.0,45.0,89.0,220.0
mg,hector plus sharp 1.5 dct petrol,1875000,2021,10000,petrol,automatic,faridabad,red,first,individual,1451 cc,141 bhp @ 5000 rpm,250 nm @ 1600 rpm,fwd,4720.0,1835.0,1760.0,6.0,60.0,141.0,250.0
renault,kwid rxt [2015-2019],254999,2016,57159,petrol,manual,varanasi,silver,first,individual,799 cc,53 bhp @ 5678 rpm,72 nm @ 4386 rpm,fwd,3679.0,1579.0,1478.0,5.0,28.0,53.0,72.0
bmw,3-series 320d sport line [2014-2016],2000000,2014,82000,diesel,automatic,mohali,white,first,individual,1995 cc,184 bhp @ 4000 rpm,380 nm @ 1750 rpm,rwd,4624.0,2031.0,1429.0,5.0,50.0,184.0,380.0
land rover,discovery hse,2785000,2016,120000,diesel,automatic,delhi,blue,first,individual,2993 cc,245 bhp @ 4000 rpm,600 nm @ 2000 rpm,awd,4838.0,1915.0,1837.0,7.0,82.0,245.0,600.0
mahindra,thar lx 4-str hard top diesel mt,1800000,2021,17000,diesel,manual,pune,black,first,individual,2184 cc,130 bhp @ 3750 rpm,300 nm @ 1600 rpm,awd,3985.0,1820.0,1844.0,4.0,57.0,130.0,300.0
honda,city 1.5 v at,475000,2012,40000,petrol,automatic,pune,red,second,individual,1497 cc,116 bhp @ 6600 rpm,146 nm @ 4800 rpm,fwd,4440.0,1695.0,1485.0,5.0,42.0,116.0,146.0
hyundai,elite i20 sportz 1.2 (o),650000,2020,58100,petrol,manual,lucknow,white,first,individual,1197 cc,82 bhp @ 6000 rpm,115 nm @ 4000 rpm,fwd,3985.0,1734.0,1505.0,5.0,45.0,82.0,115.0
toyota,fortuner 3.0 4x4 mt,1199000,2012,12749,diesel,manual,kolkata,grey,first,individual,2982 cc,169 bhp @ 3600 rpm,343 nm @ 1400 rpm,awd,4705.0,1840.0,1850.0,7.0,80.0,169.0,343.0
hyundai,santa fe 4 wd (at),650000,2013,83466,diesel,automatic,jaipur,white,first,individual,2199 cc,195 bhp @ 4000 rpm,436 nm @ 1800 rpm,awd,4660.0,1890.0,1760.0,7.0,70.0,195.0,436.0
mahindra,scorpio s2,795000,2015,86000,diesel,manual,purnea,white,second,individual,2523 cc,75 bhp @ 3200 rpm,200 nm @ 1400 rpm,rwd,4456.0,1820.0,1930.0,8.0,60.0,75.0,200.0
mercedes-benz,c-class c 200 avantgarde,2385000,2015,60921,petrol,automatic,pune,black,second,individual,1991 cc,181 bhp @ 5500 rpm,300 nm @ 1200 rpm,rwd,4686.0,1810.0,1442.0,5.0,66.0,181.0,300.0
audi,q5 2.0 tdi quattro premium,1700000,2014,78000,diesel,automatic,ahmedabad,brown,first,individual,1968 cc,174 bhp @ 4200 rpm,380 nm @ 1750 rpm,awd,4629.0,1898.0,1653.0,5.0,75.0,174.0,380.0
hyundai,verna fluidic 1.6 vtvt sx opt,380000,2012,53000,petrol,manual,mumbai,grey,first,corporate,1591 cc,121 bhp @ 6300 rpm,158 nm @ 4200 rpm,fwd,4370.0,1700.0,1475.0,5.0,43.0,121.0,158.0
renault,kwid 1.0 rxt [2016-2019],295000,2016,34736,petrol,manual,hyderabad,red,first,individual,999 cc,67 bhp @ 5500 rpm,91 nm @ 4250 rpm,fwd,3679.0,1579.0,1478.0,5.0,28.0,67.0,91.0
tata,harrier xz,1750000,2020,14400,diesel,manual,ahmedabad,silver,first,individual,1956 cc,168 bhp @ 3750 rpm,350 nm @ 1750 rpm,fwd,4598.0,1894.0,1706.0,5.0,50.0,168.0,350.0
mahindra,thar crde 4x4 non ac,525000,2015,85000,diesel,manual,ambala cantt,green,second,individual,2498 cc,105@3800,247@1800,awd,3920.0,1710.0,1930.0,7.0,60.0,105.0,247.0
volkswagen,vento highline petrol,275000,2011,80000,petrol,manual,delhi,white,second,individual,1197 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0
audi,a3 35 tfsi premium plus,2180000,2018,77590,petrol,automatic,delhi,blue,first,individual,1395 cc,148 bhp @ 5000 rpm,250 nm @ 1500 rpm,fwd,4456.0,1796.0,1416.0,5.0,50.0,148.0,250.0
ford,mustang gt fastback 5.0l v8,8000000,2017,25000,petrol,automatic,chennai,black,third,individual,4951 cc,396 bhp @ 6500 rpm,515 nm @ 4250 rpm,rwd,4784.0,2080.0,1391.0,4.0,60.9,396.0,515.0
jaguar,f-pace prestige,4325000,2018,40545,diesel,automatic,ahmedabad,grey,first,individual,1999 cc,177 bhp @ 4000 rpm,430 nm @ 1750 rpm,awd,4731.0,2071.0,1651.0,5.0,82.0,177.0,430.0
maruti suzuki,ritz vdi bs-iv,120000,2009,80000,diesel,manual,kanpur,silver,4 or more,individual,1248 cc,75@4000,190@2000,fwd,3715.0,1680.0,1620.0,5.0,43.0,75.0,190.0
maruti suzuki,alto lxi cng,155000,2009,56852,cng,manual,kanpur,gold,second,individual,796 cc,39 bhp @ 6200 rpm,54 nm @ 3000 rpm,fwd,3495.0,1475.0,1460.0,5.0,35.0,39.0,54.0
maruti suzuki,dzire zxi plus amt,735000,2018,42000,petrol,automatic,mumbai,blue,first,individual,1197 cc,82 bhp @ 6000 rpm,113 nm @ 4200 rpm,fwd,3995.0,1735.0,1515.0,5.0,37.0,82.0,113.0
skoda,rapid style 1.6 mpi at,900000,2018,55000,petrol,automatic,pune,grey,second,individual,1598 cc,104 bhp @ 5200 rpm,153 nm @ 3750 rpm,fwd,4413.0,1699.0,1466.0,5.0,55.0,104.0,153.0
skoda,superb elegance 1.8 tsi at,795000,2014,53000,petrol,automatic,delhi,white,second,individual,1798 cc,158 bhp @ 4500 rpm,250 nm @ 1500 rpm,fwd,4838.0,1817.0,1482.0,5.0,60.0,158.0,250.0
mini,cooper d 3 door,3300000,2018,17000,diesel,automatic,delhi,green,first,individual,1496 cc,114 bhp @ 4000 rpm,270 nm @ 1750 rpm,fwd,3821.0,1727.0,1414.0,5.0,44.0,114.0,270.0
toyota,fortuner 2.8 4x2 at [2016-2020],3775000,2020,50000,diesel,automatic,mumbai,white,first,individual,2755 cc,174 bhp @ 3400 rpm,450 nm @ 1600 rpm,rwd,4795.0,1855.0,1835.0,7.0,80.0,174.0,450.0
mahindra,xylo d4,325000,2012,70000,diesel,manual,patna,white,third,individual,2489 cc,95@3600,220@1400,fwd,4520.0,1850.0,1895.0,8.0,55.0,95.0,220.0
maruti suzuki,vitara brezza vdi,725000,2017,75793,diesel,manual,navi mumbai,white,first,individual,1248 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,3995.0,1790.0,1640.0,5.0,48.0,89.0,200.0
lexus,lx suv petrol,2100000,2007,34000,petrol,automatic,mumbai,maroon,second,corporate,1197 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0
volvo,s60 kinetic d4,994999,2012,89311,diesel,automatic,hyderabad,white,first,individual,1984 cc,165 bhp @ 3500 rpm,400 nm @ 2750 rpm,fwd,4635.0,1865.0,1484.0,5.0,67.5,165.0,400.0
maruti suzuki,vitara brezza vdi (o) [2016-2018],785000,2018,80000,diesel,manual,mohali,grey,first,individual,1248 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,3995.0,1790.0,1640.0,5.0,48.0,89.0,200.0
porsche,macan s [2019-2020],7500000,2020,38000,petrol,automatic,ahmedabad,blue,first,individual,2995 cc,349 bhp @ 5400 rpm,480 nm @ 1360 rpm,awd,4696.0,1923.0,1624.0,5.0,65.0,349.0,480.0
toyota,fortuner 2.8 4x2 at [2016-2020],2799000,2019,69500,diesel,automatic,delhi,white,second,individual,2755 cc,174 bhp @ 3400 rpm,450 nm @ 1600 rpm,rwd,4795.0,1855.0,1835.0,7.0,80.0,174.0,450.0
maruti suzuki,wagon r vxi,390000,2018,66794,petrol,manual,kolkata,others,first,individual,998 cc,67 bhp @ 6200 rpm,90 nm @ 3500 rpm,fwd,3599.0,1495.0,1700.0,5.0,35.0,67.0,90.0
porsche,macan base [2019-2020],9000000,2019,27000,petrol,automatic,hyderabad,red,first,corporate,1984 cc,248 bhp @ 5000 rpm,370 nm @ 1600 rpm,awd,4696.0,1923.0,1624.0,5.0,65.0,248.0,370.0
maruti suzuki,baleno zeta 1.2 at,675000,2017,35616,petrol,automatic,pune,blue,first,individual,1197 cc,83 bhp @ 6000 rpm,115 nm @ 4000 rpm,fwd,3995.0,1745.0,1500.0,5.0,37.0,83.0,115.0
maruti suzuki,eeco 5 str [2014-2019],320000,2015,64000,petrol,manual,ranchi,blue,first,individual,1196 cc,73 bhp @ 6000 rpm,101 nm @ 3000 rpm,rwd,3675.0,1475.0,1800.0,5.0,40.0,73.0,101.0
maruti suzuki,baleno zeta 1.2 at,840000,2020,7000,petrol,automatic,chennai,maroon,first,individual,1197 cc,83 bhp @ 6000 rpm,115 nm @ 4000 rpm,fwd,3995.0,1745.0,1500.0,5.0,37.0,83.0,115.0
maruti suzuki,wagon r vxi,310000,2015,45000,petrol,manual,ranchi,brown,first,individual,998 cc,67 bhp @ 6200 rpm,90 nm @ 3500 rpm,fwd,3599.0,1495.0,1700.0,5.0,35.0,67.0,90.0
maruti suzuki,ertiga lxi,795000,2017,9000,petrol,manual,delhi,grey,first,individual,1373 cc,94 bhp @ 6000 rpm,130 nm @ 4000 rpm,fwd,4296.0,1695.0,1685.0,7.0,45.0,94.0,130.0
maruti suzuki,wagon r lxi cng,310000,2015,67738,cng,manual,delhi,white,second,individual,998 cc,58 bhp @ 6200 rpm,77 nm @ 3500 rpm,fwd,3599.0,1495.0,1700.0,5.0,35.0,58.0,77.0
toyota,glanza g,860000,2021,11030,petrol,manual,bangalore,blue,first,individual,1197 cc,82 bhp @ 6000 rpm,113 nm @ 4200 rpm,fwd,3995.0,1745.0,1510.0,5.0,37.0,82.0,113.0
hyundai,i10 magna 1.2 kappa2,390000,2015,49123,petrol,manual,patna,white,first,individual,1197 cc,79 bhp @ 6000 rpm,112.7619 nm @ 4000 rpm,fwd,3585.0,1595.0,1550.0,5.0,35.0,79.0,112.7619
bmw,3-series 320d highline sedan,1200000,2012,125000,diesel,automatic,ahmedabad,white,first,individual,1197 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0
maruti suzuki,swift dzire ldi,520000,2018,46000,diesel,manual,bhubaneswar,white,first,individual,1248 cc,74 bhp @ 4000 rpm,190 nm @ 2000 rpm,fwd,3995.0,1695.0,1555.0,5.0,42.0,74.0,190.0
mercedes-benz,s-class 280 at,1200000,2000,65000,petrol,automatic,dehradun,yellow,second,individual,1197 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0
maruti suzuki,vitara brezza vdi (o) [2016-2018],675000,2018,64000,diesel,manual,lucknow,white,first,individual,1248 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,3995.0,1790.0,1640.0,5.0,48.0,89.0,200.0
maruti suzuki,s-presso vxi,475000,2021,7942,petrol,manual,thane,red,first,individual,998 cc,67 bhp @ 5500 rpm,90 nm @ 3500 rpm,fwd,3565.0,1520.0,1564.0,5.0,27.0,67.0,90.0
maruti suzuki,alto 800 lxi,265000,2017,52100,petrol,manual,lucknow,white,first,individual,796 cc,47 bhp @ 6000 rpm,69 nm @ 3500 rpm,fwd,3395.0,1490.0,1475.0,5.0,35.0,47.0,69.0
skoda,rapid ambition 1.6 tdi cr mt,950000,2019,32809,diesel,manual,coimbatore,silver,first,individual,1598 cc,105 bhp @ 4400 rpm,250 nm @ 2500 rpm,fwd,4386.0,1699.0,1466.0,5.0,55.0,105.0,250.0
toyota,fortuner 3.0 4x2 at,1750000,2014,101000,diesel,automatic,jalandhar,white,first,individual,2982 cc,169 bhp @ 3600 rpm,360 nm @ 1400 rpm,rwd,4705.0,1840.0,1850.0,7.0,80.0,169.0,360.0
audi,a3 35 tdi premium plus + sunroof,2225000,2016,40500,diesel,automatic,mumbai,white,first,individual,1968 cc,141 bhp @ 3500 rpm,320 nm @ 1750 rpm,fwd,4456.0,1796.0,1416.0,5.0,50.0,141.0,320.0
jeep,compass sport 1.4 petrol,1748999,2021,25700,petrol,manual,karnal,black,first,corporate,1368 cc,160 bhp @ 5500 rpm,250 nm @ 2500 rpm,fwd,4395.0,1818.0,1640.0,5.0,60.0,160.0,250.0
mercedes-benz,m-class ml 250 cdi,2250000,2014,85000,diesel,automatic,delhi,white,second,individual,2143 cc,203 bhp @ 4200 rpm,500 nm @ 1600 rpm,awd,4804.0,2141.0,1796.0,5.0,70.0,203.0,500.0
hyundai,elite i20 asta 1.2 (o) [2016],690000,2017,17268,petrol,manual,nashik,red,first,individual,1197 cc,82 bhp @ 6000 rpm,115 nm @ 4000 rpm,fwd,3985.0,1734.0,1505.0,5.0,45.0,82.0,115.0
maruti suzuki,baleno zeta 1.2,561000,2017,68000,petrol,manual,noida,brown,first,individual,1197 cc,83 bhp @ 6000 rpm,115 nm @ 4000 rpm,fwd,3995.0,1745.0,1500.0,5.0,37.0,83.0,115.0
hyundai,i20 asta 1.2,299000,2011,30000,petrol,manual,panvel,blue,third,individual,1197 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0
jeep,compass longitude (o) 2.0 diesel [2017-2020],1580000,2020,57000,diesel,manual,pune,white,first,individual,1197 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4395.0,1818.0,1640.0,5.0,60.0,116.0,200.0
maruti suzuki,swift dzire vxi at,595000,2017,44100,petrol,automatic,mumbai,silver,first,corporate,1197 cc,83 bhp @ 6000 rpm,115 nm @ 4000 rpm,fwd,3995.0,1695.0,1555.0,5.0,42.0,83.0,115.0
land rover,discovery 3.0 tdv6 hse,4390000,2013,91840,diesel,automatic,mumbai,blue,second,individual,1197 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0
hyundai,i20 asta 1.2,235000,2009,115000,petrol,manual,coimbatore,blue,third,individual,1197 cc,80@5200,112@4000,fwd,3940.0,1710.0,1505.0,5.0,45.0,80.0,112.0
hyundai,i20 magna (o) 1.2,450000,2014,23000,petrol,manual,ahmedabad,brown,first,individual,1197 cc,83 bhp @ 6000 rpm,113.796 nm @ 4000 rpm,fwd,3995.0,1710.0,1505.0,5.0,45.0,83.0,113.796
bmw,5-series 520d modern line,2299000,2014,58000,diesel,automatic,mumbai,white,first,individual,1995 cc,184 bhp @ 4000 rpm,380 nm @ 1750 rpm,rwd,4899.0,2094.0,1464.0,5.0,50.0,184.0,380.0
mercedes-benz,gle 250 d,4590000,2018,95786,diesel,automatic,delhi,black,first,individual,2143 cc,201 bhp @ 3800 rpm,500 nm @ 1600 rpm,awd,4819.0,2141.0,1796.0,5.0,93.0,201.0,500.0
audi,q3 35 tdi technology,2150000,2016,95401,diesel,automatic,bangalore,black,first,individual,1968 cc,174 bhp @ 4200 rpm,380 nm @ 1750 rpm,awd,4385.0,1831.0,1608.0,5.0,64.0,174.0,380.0
kia,seltos gtx plus 1.4 dct,1850000,2020,7000,petrol,automatic,bangalore,black,first,individual,1353 cc,138 bhp @ 6000 rpm,242 nm @ 1500 rpm,fwd,4315.0,1800.0,1645.0,5.0,50.0,138.0,242.0
hyundai,elantra sx (o) 2.0 at,1175000,2017,24000,petrol,automatic,mumbai,white,first,individual,1999 cc,150 bhp @ 6200 rpm,192 nm @ 4000 rpm,fwd,4620.0,1800.0,1465.0,5.0,50.0,150.0,192.0
maruti suzuki,wagon r vxi,250000,2012,68000,petrol,manual,kanpur,white,first,individual,998 cc,68@6200,90@3500,fwd,3539.0,1495.0,1700.0,5.0,35.0,68.0,90.0
hyundai,accent executive,400000,2015,41273,petrol,manual,mumbai,white,first,individual,1495 cc,94 bhp @ 5500 rpm,125 nm @ 3500 rpm,fwd,4250.0,1670.0,1370.0,5.0,45.0,94.0,125.0
audi,q5 35 tdi premium plus,4000000,2018,66000,diesel,automatic,chennai,white,first,individual,1197 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0
hyundai,creta sx 1.6 crdi,1100000,2018,65954,diesel,manual,pune,red,first,individual,1582 cc,126 bhp @ 4000 rpm,260 nm @ 1500 rpm,fwd,4270.0,1780.0,1665.0,5.0,55.0,126.0,260.0
hyundai,i10 sportz 1.2 kappa2,395000,2016,28000,petrol,manual,mumbai,maroon,first,individual,1197 cc,79 bhp @ 6000 rpm,112.7619 nm @ 4000 rpm,fwd,3585.0,1595.0,1550.0,5.0,35.0,79.0,112.7619
maruti suzuki,s-presso vxi plus,425000,2021,38848,petrol,manual,panchkula,silver,first,individual,998 cc,67 bhp @ 5500 rpm,90 nm @ 3500 rpm,fwd,3565.0,1520.0,1564.0,5.0,27.0,67.0,90.0
toyota,innova 2.4 zx 7 str [2016-2020],2190000,2017,30000,diesel,manual,chennai,maroon,first,individual,2393 cc,148 bhp @ 3400 rpm,343 nm @ 1400 rpm,rwd,4735.0,1830.0,1795.0,7.0,55.0,148.0,343.0
lexus,es 300h exquisite [2020-2021],4800000,2020,27000,hybrid,automatic,mumbai,blue,first,individual,2487 cc,176 bhp @ 5700 rpm,221 nm @ 3600 rpm,fwd,4975.0,1865.0,1445.0,5.0,50.0,176.0,221.0
maruti suzuki,swift dzire lxi (o),421000,2017,69000,petrol,manual,faridabad,grey,first,individual,1197 cc,83 bhp @ 6000 rpm,115 nm @ 4000 rpm,fwd,3995.0,1695.0,1555.0,5.0,42.0,83.0,115.0
hyundai,i20 active 1.2 sx,560000,2016,22700,petrol,manual,mumbai,red,first,individual,1197 cc,82 bhp @ 6000 rpm,115 nm @ 4000 rpm,fwd,3995.0,1760.0,1555.0,5.0,45.0,82.0,115.0
honda,civic 1.8v mt,777000,2014,9212,petrol,manual,patna,grey,first,individual,1197 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0
audi,q3 35 tdi quattro technology,3250000,2019,41000,diesel,automatic,hyderabad,white,second,individual,1968 cc,184 bhp @ 3500 rpm,380 nm @ 1750 rpm,awd,4385.0,1831.0,1608.0,5.0,64.0,184.0,380.0
mahindra,scorpio s10,875000,2014,100000,diesel,manual,mumbai,red,second,individual,2179 cc,120 bhp @ 4000 rpm,280 nm @ 1800 rpm,rwd,4456.0,1820.0,1995.0,8.0,60.0,120.0,280.0
maruti suzuki,ciaz alpha 1.4 mt,899000,2018,13066,petrol,manual,bangalore,grey,first,individual,1373 cc,91 bhp @ 6000 rpm,130 nm @ 4000 rpm,fwd,4490.0,1730.0,1485.0,5.0,43.0,91.0,130.0
renault,duster 85 ps rxl,425000,2015,75000,diesel,manual,kanpur,black,first,individual,1461 cc,84 bhp @ 3750 rpm,200 nm @ 1900 rpm,fwd,4315.0,1822.0,1695.0,5.0,50.0,84.0,200.0
maruti suzuki,s-presso vxi (o),425000,2019,53241,petrol,manual,mirzapur,grey,first,individual,998 cc,67 bhp @ 5500 rpm,90 nm @ 3500 rpm,fwd,3565.0,1520.0,1564.0,5.0,27.0,67.0,90.0
mini,countryman cooper s jcw inspired,3875000,2021,12000,petrol,automatic,delhi,green,first,individual,1998 cc,189 bhp @ 4400 rpm,280 nm @ 1350 rpm,fwd,4299.0,1822.0,1557.0,5.0,47.0,189.0,280.0
honda,city 1.5 s mt,500000,2013,65000,petrol,manual,chennai,brown,first,individual,1497 cc,116 bhp @ 6600 rpm,146 nm @ 4800 rpm,fwd,4440.0,1695.0,1485.0,5.0,42.0,116.0,146.0
toyota,fortuner 3.0 4x2 mt,1225000,2012,97000,diesel,manual,jalandhar,white,second,individual,2982 cc,169 bhp @ 3600 rpm,343 nm @ 1400 rpm,rwd,4705.0,1840.0,1850.0,7.0,80.0,169.0,343.0
toyota,innova 2.7 zx at 7 str,1789999,2017,49000,petrol,automatic,delhi,maroon,second,individual,2694 cc,164 bhp @ 5200 rpm,245 nm @ 4000 rpm,rwd,4735.0,1830.0,1795.0,7.0,65.0,164.0,245.0
hyundai,eon 1.0 kappa magna + [2014-2016],240000,2013,64000,petrol,manual,faizabad,white,first,individual,998 cc,68 bhp @ 6200 rpm,94 nm @ 3500 rpm,fwd,3515.0,1500.0,1510.0,5.0,32.0,68.0,94.0
volkswagen,polo comfortline 1.2l (p),240000,2010,78000,petrol,manual,ludhiana,white,second,individual,1197 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0
honda,amaze 1.5 vx i-dtec,935000,2019,56000,diesel,manual,hyderabad,white,first,individual,1498 cc,99 bhp @ 3600 rpm,200 nm @ 1750 rpm,fwd,3990.0,1680.0,1505.0,5.0,35.0,99.0,200.0
maruti suzuki,baleno alpha automatic,775000,2018,39000,petrol,automatic,mumbai,red,first,individual,1197 cc,82 bhp @ 6000 rpm,113 nm @ 4200 rpm,fwd,3995.0,1745.0,1510.0,5.0,37.0,82.0,113.0
mahindra,scorpio s4 1.99 [2016-2017],950000,2017,55000,diesel,manual,patna,white,second,individual,1997 cc,120 bhp @ 4000 rpm,280 nm @ 1800 rpm,rwd,4456.0,1820.0,1995.0,8.0,60.0,120.0,280.0
hyundai,grand i10 magna at 1.2 kappa vtvt,549000,2018,53000,petrol,automatic,hyderabad,white,second,individual,1197 cc,81 bhp @ 6000 rpm,114 nm @ 4000 rpm,fwd,3765.0,1660.0,1520.0,5.0,43.0,81.0,114.0
maruti suzuki,eeco 5 str with a/c+htr cng [2017-2019],645000,2021,1374,cng,manual,mumbai,grey,first,individual,1196 cc,73 bhp @ 6000 rpm,101 nm @ 3000 rpm,rwd,3675.0,1475.0,1800.0,5.0,40.0,73.0,101.0
mercedes-benz,c-class c 220d progressive [2018-2019],3400000,2018,68000,diesel,automatic,hyderabad,white,first,individual,1950 cc,192 bhp @ 3800 rpm,400 nm @ 1600 rpm,rwd,4686.0,1810.0,1442.0,5.0,66.0,192.0,400.0
hyundai,elite i20 sportz 1.2 [2016-2017],645000,2019,35000,petrol,manual,mumbai,grey,first,individual,1197 cc,82 bhp @ 6000 rpm,115 nm @ 4000 rpm,fwd,3985.0,1734.0,1505.0,5.0,45.0,82.0,115.0
bmw,5-series 520d m sport,2600000,2016,39000,diesel,automatic,delhi,white,first,individual,1995 cc,190 bhp @ 4000 rpm,400 nm @ 1750 rpm,rwd,4899.0,2094.0,1464.0,5.0,65.0,190.0,400.0
audi,a4 2.0 tdi (177bhp) premium,1375000,2011,62000,diesel,automatic,chennai,white,first,individual,1968 cc,177 bhp @ 4200 rpm,380 nm @ 1750 rpm,fwd,4701.0,1826.0,1427.0,5.0,63.0,177.0,380.0
honda,city v cvt petrol [2017-2019],1340000,2021,11000,petrol,automatic,mumbai,black,first,individual,1497 cc,117 bhp @ 6600 rpm,145 nm @ 4600 rpm,fwd,4440.0,1695.0,1495.0,5.0,40.0,117.0,145.0
maruti suzuki,swift zxi plus [2018-2019],840000,2020,11000,petrol,manual,bangalore,white,first,individual,1197 cc,82 bhp @ 6000 rpm,113 nm @ 4200 rpm,fwd,3840.0,1735.0,1530.0,5.0,37.0,82.0,113.0
maruti suzuki,swift dzire vxi,525000,2014,102000,petrol,manual,salem,grey,second,individual,1197 cc,85 bhp @ 6000 rpm,114 nm @ 4000 rpm,fwd,3995.0,1695.0,1555.0,5.0,42.0,85.0,114.0
maruti suzuki,eeco 7 str std (o),625000,2022,7000,petrol,manual,hyderabad,grey,first,individual,1196 cc,72 bhp @ 6000 rpm,98 nm @ 3000 rpm,rwd,3675.0,1475.0,1825.0,7.0,40.0,72.0,98.0
hyundai,eon sportz,215000,2012,20000,petrol,manual,mumbai,grey,first,individual,814 cc,55 bhp @ 5500 rpm,75 nm @ 4000 rpm,fwd,3495.0,1550.0,1500.0,5.0,32.0,55.0,75.0
hyundai,grand i10 sportz (o) 1.2 kappa vtvt [2017-2018],595000,2019,25000,petrol,manual,hyderabad,silver,first,individual,1197 cc,81 bhp @ 6000 rpm,114 nm @ 4000 rpm,fwd,3765.0,1660.0,1520.0,5.0,43.0,81.0,114.0
audi,a4 premium plus 40 tfsi,4150000,2022,22000,petrol,automatic,delhi,white,first,individual,1984 cc,188 bhp @ 4200 rpm,320 nm @ 1450 rpm,fwd,4762.0,1847.0,1433.0,5.0,54.0,188.0,320.0
maruti suzuki,swift vdi,750000,2018,65000,diesel,manual,hyderabad,blue,first,individual,1248 cc,74 bhp @ 4000 rpm,190 nm @ 2000 rpm,fwd,3840.0,1735.0,1530.0,5.0,37.0,74.0,190.0
ford,ecosport titanium 1.5 ti-vct,550000,2013,47000,petrol,manual,indore,black,first,individual,1499 cc,109 bhp @ 6300 rpm,140 nm @ 4400 rpm,fwd,3999.0,1765.0,1708.0,5.0,52.0,109.0,140.0
renault,duster 110 ps rxz 4x2 mt diesel,450000,2016,2000000,diesel,manual,ranchi,white,first,individual,1461 cc,108 bhp @ 3900 rpm,248 nm @ 2250 rpm,fwd,4315.0,1822.0,1695.0,5.0,50.0,108.0,248.0
