name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,mileage_value,mileage_unit,engine_cc,power_bhp
mahindra bolero lx,2006,210000,120000,diesel,individual,manual,first owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
ford figo petrol exi,2011,250000,25000,petrol,individual,manual,first owner,15.6 kmpl,1196 CC,70 bhp,102Nm@ 4000rpm,5.0,15.6,kmpl,1196.0,70.0
mahindra bolero 2011-2019 sle,2015,610000,40000,diesel,individual,manual,second owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,15.96,kmpl,2523.0,62.1
tata indica vista quadrajet vx,2012,175000,60000,diesel,individual,manual,first owner,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0,22.3,kmpl,1248.0,74.0
ford figo diesel titanium,2011,204999,70000,diesel,individual,manual,second owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,20.0,kmpl,1399.0,68.0
mahindra xuv500 w8 2wd,2013,750000,80000,diesel,individual,manual,second owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,15.1,kmpl,2179.0,140.0
maruti swift dzire vdi optional,2017,589000,41232,diesel,dealer,manual,first owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,26.59,kmpl,1248.0,74.0
toyota innova 2.5 g (diesel) 8 seater bs iv,2005,310000,200000,diesel,individual,manual,second owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0,12.8,kmpl,2494.0,102.0
tata sumo ex,2016,445000,63000,diesel,dealer,manual,first owner,15.3 kmpl,2956 CC,83.8 bhp,250Nm@ 1000-2000rpm,9.0,15.3,kmpl,2956.0,83.8
mahindra bolero b4,2015,445000,62000,diesel,dealer,manual,first owner,21.0 kmpl,1498 CC,74.96 bhp,210nm@ 1600-2200rpm,7.0,21.0,kmpl,1498.0,74.96
tata new safari 3l dicor lx 4x2,2012,450000,68240,diesel,dealer,manual,first owner,13.93 kmpl,2956 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0,13.93,kmpl,2956.0,138.1
mahindra scorpio 1.99 s10 4wd,2008,450000,78000,diesel,dealer,manual,first owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,15.4,kmpl,1997.0,120.0
maruti swift vdi bsiv,2017,525000,38000,diesel,dealer,manual,second owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
maruti wagon r vxi,2010,200000,35000,petrol,dealer,manual,first owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,18.9,kmpl,998.0,67.1
maruti swift dzire lxi,2018,611000,9000,petrol,dealer,manual,first owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,19.1,kmpl,1197.0,85.8
hyundai creta 1.6 crdi anniversary edition,2016,819999,39000,diesel,dealer,manual,first owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,19.67,kmpl,1582.0,126.2
hyundai creta 1.4 crdi s,2016,825000,39000,diesel,dealer,manual,first owner,21.38 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5.0,21.38,kmpl,1396.0,88.7
ford ecosport 1.5 diesel titanium,2015,599000,92651,diesel,dealer,manual,first owner,21.7 kmpl,1498 CC,98.96 bhp,215Nm@ 1750-2500rpm,5.0,21.7,kmpl,1498.0,98.96
maruti swift lxi bsiv,2018,490000,28000,petrol,dealer,manual,first owner,16.1 kmpl,1197 CC,85 bhp,"113Nm@ 4,500rpm",5.0,16.1,kmpl,1197.0,85.0
tata zest revotron 1.2 xt,2020,500000,40000,petrol,individual,manual,first owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0,17.57,kmpl,1193.0,88.7
mahindra xuv500 w10 2wd,2017,1100000,88754,diesel,dealer,manual,first owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,16.0,kmpl,2179.0,140.0
ford aspire titanium bsiv,2019,675000,7000,petrol,individual,manual,first owner,19.4 kmpl,1194 CC,94.93 bhp,120Nm@ 4250rpm,5.0,19.4,kmpl,1194.0,94.93
mahindra xuv500 w9 2wd,2018,1350000,40000,diesel,individual,manual,first owner,16.0 kmpl,2179 CC,138 bhp,330Nm@ 1600-2800rpm,7.0,16.0,kmpl,2179.0,138.0
hyundai grand i10 1.2 kappa sportz dual tone,2018,570000,20000,petrol,individual,manual,first owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,18.9,kmpl,1197.0,81.86
hyundai grand i10 1.2 crdi asta,2017,455000,50000,diesel,individual,manual,first owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5.0,24.0,kmpl,1186.0,73.97
hyundai eon era plus,2013,165000,45000,petrol,individual,manual,second owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,21.1,kmpl,814.0,55.2
honda city i vtec vx option bl,2016,925000,22000,petrol,individual,manual,first owner,17.8 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0,17.8,kmpl,1497.0,117.3
tata indigo cs elx bs iv,2014,215000,100000,diesel,individual,manual,second owner,25.0 kmpl,1396 CC,69.01 bhp,140Nm@ 1800-3000rpm,5.0,25.0,kmpl,1396.0,69.01
maruti swift vxi optional,2016,470000,23700,petrol,individual,manual,first owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,20.4,kmpl,1197.0,81.8
maruti swift vxi deca,2016,470000,23700,petrol,individual,manual,first owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,20.4,kmpl,1197.0,81.8
maruti ciaz zdi plus shvs,2017,650000,60000,diesel,individual,manual,first owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,28.09,kmpl,1248.0,88.5
renault captur 1.5 diesel rxt,2017,900000,50000,diesel,individual,manual,first owner,20.37 kmpl,1461 CC,108.45 bhp,240Nm@ 1750rpm,5.0,20.37,kmpl,1461.0,108.45
ford fiesta 1.6 sxi abs duratec,2011,325000,53287,petrol,dealer,manual,first owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
ford fiesta classic 1.4 sxi duratorq,2009,190000,100000,diesel,individual,manual,second owner,17.8 kmpl,1399 CC,67 bhp,160Nm@ 2000rpm,5.0,17.8,kmpl,1399.0,67.0
hyundai i20 active 1.4 sx with avn,2017,715000,60000,diesel,individual,manual,first owner,21.19 kmpl,1396 CC,88.73 bhp,219.66nm@ 1500-2750rpm,5.0,21.19,kmpl,1396.0,88.73
tata indigo cs evx,2013,227999,60000,diesel,individual,manual,second owner,25.0 kmpl,1396 CC,69.01 bhp,140Nm@ 1800-3000rpm,5.0,25.0,kmpl,1396.0,69.01
chevrolet beat diesel lt,2015,200000,40000,diesel,individual,manual,first owner,25.44 kmpl,936 CC,56.3 bhp,142.5Nm@ 1750rpm,5.0,25.44,kmpl,936.0,56.3
maruti wagon r lxi cng,2017,400000,110000,cng,individual,manual,first owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5.0,26.6,km/kg,998.0,58.16
maruti ertiga shvs vdi,2016,725000,110000,diesel,individual,manual,first owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0,24.52,kmpl,1248.0,88.5
ford figo diesel titanium,2014,300000,80000,diesel,individual,manual,first owner,20.0 kmpl,1399 CC,68.05 bhp,160Nm@ 2000rpm,5.0,20.0,kmpl,1399.0,68.05
toyota innova 2.5 gx (diesel) 8 seater,2016,1151000,69500,diesel,individual,manual,second owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8.0,12.99,kmpl,2494.0,100.6
datsun go t bsiv,2014,225000,33000,petrol,individual,manual,first owner,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,5.0,20.63,kmpl,1198.0,67.0
hyundai i10 magna 1.1l,2016,380000,80000,petrol,individual,manual,first owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,19.81,kmpl,1086.0,68.05
hyundai elite i20 magna plus bsiv,2019,630000,5000,petrol,individual,manual,first owner,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5.0,18.6,kmpl,1197.0,81.86
hyundai i10 magna 1.2 itech se,2014,351000,25000,petrol,individual,manual,first owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,20.36,kmpl,1197.0,78.9
skoda fabia 1.2 tdi active plus,2012,199000,50000,diesel,individual,manual,second owner,20.86 kmpl,1199 CC,75 bhp,180Nm@ 2000rpm,5.0,20.86,kmpl,1199.0,75.0
tata hexa xe,2017,850000,50000,diesel,individual,manual,first owner,17.6 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0,17.6,kmpl,2179.0,147.94
tata indica vista terra quadrajet 1.3l,2010,105000,120000,diesel,individual,manual,second owner,18.0 kmpl,1248 CC,75 bhp,190Nm@ 1750rpm,5.0,18.0,kmpl,1248.0,75.0
tata manza aura (abs) quadrajet,2010,300000,120000,diesel,individual,manual,third owner,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5.0,18.8,kmpl,1248.0,90.0
toyota innova 2.5 gx (diesel) 7 seater,2016,950000,80000,diesel,individual,manual,first owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7.0,12.99,kmpl,2494.0,100.6
mahindra tuv 300 t8,2015,430000,110000,diesel,individual,manual,second owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0,18.49,kmpl,1493.0,100.0
ford endeavour 3.2 titanium at 4x4,2016,2100000,80000,diesel,individual,automatic,first owner,10.91 kmpl,3198 CC,197 bhp,470Nm@ 1750-2500rpm,7.0,10.91,kmpl,3198.0,197.0
hyundai grand i10 1.2 crdi sportz,2018,540000,30000,diesel,individual,manual,first owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5.0,24.0,kmpl,1186.0,73.97
hyundai santro xing gl lpg,2012,175000,60000,lpg,individual,manual,second owner,17.8 km/kg,1086 CC,63 bhp,"9.8@ 3,000(kgm@ rpm)",5.0,17.8,km/kg,1086.0,63.0
hyundai creta 1.6 crdi at sx plus,2018,1150000,44000,diesel,individual,automatic,first owner,17.01 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,17.01,kmpl,1582.0,126.2
maruti alto 800 lxi,2020,350000,5000,petrol,individual,manual,first owner,22.05 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,22.05,kmpl,796.0,47.3
hyundai elite i20 petrol asta option,2019,690000,18000,petrol,individual,manual,first owner,18.6 kmpl,1197 CC,81.86 bhp,114.73nm@ 4000rpm,5.0,18.6,kmpl,1197.0,81.86
hyundai i20 asta 1.4 crdi,2015,535000,80000,diesel,individual,manual,first owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,22.54,kmpl,1396.0,88.73
maruti vitara brezza zdi plus,2016,730000,100000,diesel,individual,manual,first owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,24.3,kmpl,1248.0,88.5
hyundai eon era plus,2016,280000,19000,petrol,individual,manual,first owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,21.1,kmpl,814.0,55.2
maruti swift amt zxi,2019,650000,33000,petrol,individual,automatic,first owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,21.21,kmpl,1197.0,81.8
toyota innova 2.5 gx 7 str,2012,520000,162000,diesel,individual,manual,fourth & above owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7.0,12.8,kmpl,2494.0,102.0
hyundai xcent 1.2 vtvt e,2020,360000,65000,petrol,individual,manual,second owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,20.14,kmpl,1197.0,81.86
maruti swift dzire vdi bsiv,2011,250000,170000,diesel,individual,manual,first owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,73.9
volkswagen ameo 1.5 tdi trendline,2017,575000,40000,diesel,individual,manual,first owner,21.66 kmpl,1498 CC,108.62 bhp,250Nm@ 1500-3000rpm,5.0,21.66,kmpl,1498.0,108.62
tata indigo cs ls (tdi) bs iii,2012,170000,120000,diesel,individual,manual,third owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5.0,19.09,kmpl,1396.0,69.0
maruti vitara brezza ldi option,2017,711000,53000,diesel,individual,manual,first owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,24.3,kmpl,1248.0,88.5
maruti wagon r vxi bsiii,2013,250000,90000,petrol,individual,manual,first owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,18.9,kmpl,998.0,67.1
maruti swift dzire vdi optional,2017,675000,35000,diesel,individual,manual,first owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,26.59,kmpl,1248.0,74.0
maruti wagon r vxi bs iv,2016,325000,50000,petrol,individual,manual,first owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,20.51,kmpl,998.0,67.04
maruti alto 800 lxi,2016,250000,20000,petrol,individual,manual,first owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,22.74,kmpl,796.0,47.3
maruti swift amt zdi,2019,740000,38000,diesel,individual,automatic,first owner,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,28.4,kmpl,1248.0,74.0
honda cr-v 2.4l 4wd at avn,2017,1750000,73000,petrol,dealer,automatic,first owner,12.0 kmpl,2354 CC,187.4 bhp,226Nm@ 4400rpm,5.0,12.0,kmpl,2354.0,187.4
maruti ciaz 1.3 alpha,2017,800000,28050,diesel,dealer,manual,first owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,28.09,kmpl,1248.0,88.5
honda cr-v 2.4l 4wd at avn,2017,1825000,58000,petrol,dealer,automatic,first owner,12.0 kmpl,2354 CC,187.4 bhp,226Nm@ 4400rpm,5.0,12.0,kmpl,2354.0,187.4
tata hexa xta,2017,1295000,58000,diesel,dealer,automatic,first owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7.0,17.6,kmpl,2179.0,153.86
renault duster 85ps diesel rxz,2014,425000,69000,diesel,dealer,manual,first owner,19.87 kmpl,1461 CC,83.8 bhp,200Nm@ 1750rpm,5.0,19.87,kmpl,1461.0,83.8
mercedes-benz gl-class 350 cdi luxury,2016,4090000,70000,diesel,dealer,automatic,first owner,12.0 kmpl,2987 CC,224 bhp,510Nm@ 1600-2800rpm,7.0,12.0,kmpl,2987.0,224.0
hyundai creta 1.6 sx automatic diesel,2015,910000,40000,diesel,dealer,automatic,first owner,17.6 kmpl,1582 CC,126.2 bhp,259.87NM@ 1500-3000rpm,5.0,17.6,kmpl,1582.0,126.2
mahindra bolero 2011-2019 slx,2011,325000,142000,diesel,individual,manual,first owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,15.96,kmpl,2523.0,62.1
maruti swift vxi deca,2016,500000,22947,petrol,individual,manual,first owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,20.4,kmpl,1197.0,81.8
hyundai i10 sportz,2013,300000,30000,petrol,individual,manual,second owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,20.36,kmpl,1197.0,78.9
hyundai eon d lite plus,2016,270000,7672,petrol,individual,manual,first owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,21.1,kmpl,814.0,55.2
maruti alto lxi,2010,160000,36659,petrol,individual,manual,first owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,kmpl,796.0,46.3
maruti omni e mpi std bs iv,2016,210000,60000,petrol,individual,manual,first owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8.0,16.8,kmpl,796.0,34.2
mahindra xuv500 w4,2014,850000,120000,diesel,individual,manual,first owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,15.1,kmpl,2179.0,140.0
mahindra xuv500 w4,2014,880000,120000,diesel,individual,manual,first owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,15.1,kmpl,2179.0,140.0
maruti zen estilo sports,2010,150000,39000,petrol,individual,manual,first owner,16.9 kmpl,1061 CC,64.9 bhp,"8.6@ 3,500(kgm@ rpm)",5.0,16.9,kmpl,1061.0,64.9
mahindra tuv 300 t8 amt,2015,775000,45000,diesel,individual,automatic,first owner,18.49 kmpl,1493 CC,100 bhp,230Nm@ 1500-2250rpm,7.0,18.49,kmpl,1493.0,100.0
maruti alto lxi,2009,160000,70000,petrol,individual,manual,third owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,kmpl,796.0,46.3
ford figo diesel exi,2012,220000,100000,diesel,individual,manual,second owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,20.0,kmpl,1399.0,68.0
hyundai i20 1.4 asta option,2017,670000,48000,diesel,individual,manual,first owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,22.54,kmpl,1396.0,88.73
hyundai i20 1.4 sportz,2018,780000,35000,diesel,individual,manual,first owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,22.54,kmpl,1396.0,88.73
maruti baleno sigma 1.2,2017,515000,23000,petrol,individual,manual,first owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,21.4,kmpl,1197.0,83.1
hyundai i20 2015-2017 asta 1.4 crdi,2017,800000,14000,diesel,individual,manual,first owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,22.54,kmpl,1396.0,88.73
mahindra xuv500 w8 2wd,2014,850000,60000,diesel,individual,manual,first owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,15.1,kmpl,2179.0,140.0
hyundai eon era plus,2013,200000,60000,petrol,individual,manual,second owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,21.1,kmpl,814.0,55.2
skoda fabia 1.4 tdi ambiente,2008,140000,150000,diesel,individual,manual,third owner,19.4 kmpl,1422 CC,70 bhp,155 Nm at 1600-2800 rpm,5.0,19.4,kmpl,1422.0,70.0
hyundai verna 1.6 vtvt at sx,2016,800000,80000,petrol,individual,automatic,second owner,17.01 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5.0,17.01,kmpl,1591.0,121.3
maruti alto k10 2010-2014 vxi,2013,250000,35000,petrol,individual,manual,first owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,20.92,kmpl,998.0,67.1
maruti s-cross 2017-2020 zeta ddis 200 sh,2017,800000,44500,diesel,individual,manual,first owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,25.1,kmpl,1248.0,88.5
maruti ciaz zdi plus,2015,600000,60000,diesel,individual,manual,third owner,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,26.21,kmpl,1248.0,88.5
renault fluence diesel e4,2012,250000,120000,diesel,individual,manual,third owner,21.8 kmpl,1461 CC,78 bhp,240Nm@ 2000rpm,5.0,21.8,kmpl,1461.0,78.0
honda amaze s i-dtec,2016,500000,80000,diesel,individual,manual,second owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,25.8,kmpl,1498.0,98.6
maruti gypsy king soft top mpi bsiv,2019,750000,9900,petrol,individual,manual,first owner,11.96 kmpl,1298 CC,80 bhp,103Nm@ 4500rpm,8.0,11.96,kmpl,1298.0,80.0
maruti swift zdi,2014,650000,68000,diesel,individual,manual,first owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,22.9,kmpl,1248.0,74.0
toyota etios liva g,2012,350000,40000,petrol,individual,manual,third owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
honda brv i-dtec v mt,2016,950000,60000,diesel,individual,manual,first owner,21.9 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,7.0,21.9,kmpl,1498.0,98.6
chevrolet tavera neo 3 ls 10 seats bsiii,2015,580000,110000,diesel,individual,manual,second owner,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,10.0,13.58,kmpl,2499.0,72.4
hyundai grand i10 1.2 kappa sportz dual tone,2019,640000,10000,petrol,individual,manual,first owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,18.9,kmpl,1197.0,81.86
mahindra scorpio vlx 2wd at bsiii,2014,800000,80000,diesel,individual,automatic,first owner,11.79 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0,11.79,kmpl,2179.0,120.0
maruti a-star vxi,2011,347000,30000,petrol,individual,manual,first owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5.0,19.0,kmpl,998.0,66.1
mahindra xuv500 w8 2wd,2014,1000000,120000,diesel,individual,manual,third owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,15.1,kmpl,2179.0,140.0
hyundai eon sportz,2016,300000,35000,petrol,individual,manual,first owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,21.1,kmpl,814.0,55.2
tata tigor 1.2 revotron xz,2017,493000,40000,petrol,individual,manual,first owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,20.3,kmpl,1199.0,84.0
hyundai grand i10 magna,2014,370000,60000,petrol,individual,manual,first owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,18.9,kmpl,1197.0,82.0
maruti swift dzire zdi,2008,250000,90000,diesel,individual,manual,fourth & above owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,73.9
datsun redigo 1.0 t option,2017,300000,20000,petrol,individual,manual,first owner,22.5 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,22.5,kmpl,999.0,67.0
renault kwid climber 1.0 amt,2017,450000,40000,petrol,individual,automatic,first owner,24.04 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,24.04,kmpl,999.0,67.0
ford figo diesel titanium,2010,185000,124316,diesel,dealer,manual,second owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,20.0,kmpl,1399.0,68.0
mahindra xuv300 w8 option dual tone diesel bsiv,2019,1225000,6544,diesel,individual,manual,first owner,20.0 kmpl,1497 CC,115 bhp,300Nm@ 1500-2500rpm,5.0,20.0,kmpl,1497.0,115.0
toyota innova 2.5 gx (diesel) 8 seater,2015,1000000,50000,diesel,individual,manual,first owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8.0,12.99,kmpl,2494.0,100.6
hyundai i20 magna 1.2,2016,600000,10000,petrol,individual,manual,first owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,18.6,kmpl,1197.0,81.83
mahindra xuv500 w7 bsiv,2018,1100000,50000,diesel,individual,manual,first owner,15.1 kmpl,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm,7.0,15.1,kmpl,2179.0,152.87
hyundai grand i10 sportz edition,2015,360000,30000,petrol,individual,manual,second owner,18.9 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5.0,18.9,kmpl,1197.0,81.86
maruti swift dzire vxi,2012,285000,69000,petrol,individual,manual,first owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5.0,17.5,kmpl,1298.0,85.8
mahindra kuv 100 mfalcon d75 k8,2016,350000,49600,diesel,individual,manual,second owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0,25.32,kmpl,1198.0,77.0
hyundai i10 era,2008,130000,30000,petrol,individual,manual,second owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,19.81,kmpl,1086.0,68.05
chevrolet enjoy 1.3 tcdi ltz 8,2016,500000,198000,diesel,individual,manual,first owner,18.2 kmpl,1248 CC,73.74 bhp,172.5Nm@ 1750rpm,8.0,18.2,kmpl,1248.0,73.74
hyundai i20 asta (o),2010,350000,80000,petrol,individual,manual,first owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,17.0,kmpl,1197.0,80.0
maruti baleno delta automatic,2019,685000,19000,petrol,individual,automatic,first owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,21.4,kmpl,1197.0,83.1
maruti eeco cng 5 seater ac bsiv,2020,399000,5000,cng,individual,manual,first owner,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5.0,21.94,km/kg,1196.0,61.7
hyundai grand i10 1.2 kappa magna bsiv,2017,525000,10000,petrol,individual,manual,first owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,18.9,kmpl,1197.0,81.86
maruti ertiga bsiv vxi,2017,765000,40000,petrol,individual,manual,first owner,17.5 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,7.0,17.5,kmpl,1373.0,91.1
maruti swift vdi,2012,450000,97000,diesel,individual,manual,third owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,22.9,kmpl,1248.0,74.0
tata estate std,1999,78000,80000,diesel,individual,manual,third owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
nissan micra active xv,2014,390000,30000,petrol,individual,manual,first owner,19.69 kmpl,1198 CC,67.04 bhp,104Nm@ 4000rpm,5.0,19.69,kmpl,1198.0,67.04
maruti ertiga shvs zdi plus,2017,940000,120000,diesel,individual,manual,first owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0,24.52,kmpl,1248.0,88.5
renault duster 110ps diesel rxz,2013,650000,120000,diesel,individual,manual,second owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5.0,19.01,kmpl,1461.0,108.45
ford figo diesel titanium,2012,320000,103994,diesel,individual,manual,fourth & above owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,20.0,kmpl,1399.0,68.0
toyota corolla ae,2003,145000,70000,petrol,individual,manual,second owner,13.4 kmpl,1794 CC,125 bhp,"16.1@ 4,200(kgm@ rpm)",5.0,13.4,kmpl,1794.0,125.0
ford figo aspire 1.5 tdci titanium,2017,670000,70000,diesel,individual,manual,first owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0,25.83,kmpl,1498.0,99.0
maruti sx4 zdi leather,2011,350000,115000,diesel,individual,manual,fourth & above owner,21.5 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,5.0,21.5,kmpl,1248.0,88.8
